,country,year,suicides_no,population,total,ratio
418,Czech Republic,2009,1464,9937407,1668.0,1473.22133429777
419,Czech Republic,2010,1502,9945273,1668.0,1510.2652285161
420,Czech Republic,2011,1590,9906318,1668.0,1605.0363010757378
421,Czech Republic,2012,1658,9923127,1668.0,1670.8442812432008
422,Czech Republic,2013,1577,9936780,1668.0,1587.033224042396
423,Czech Republic,2014,1489,9963127,1668.0,1494.510709338544
424,Czech Republic,2015,1387,9989325,1668.0,1388.4822047535745
425,Czech Republic,2016,1318,8929942,1668.0,1475.9334383134853
426,Denmark,1994,999,4874900,1739.0,2049.2728055960124
427,Denmark,1995,924,4889100,1739.0,1889.9183898877095
428,Denmark,1996,892,4917300,1739.0,1814.0036198726943
429,Denmark,1997,817,4937300,1739.0,1654.7505721750756
430,Denmark,1998,763,4956400,1739.0,1539.4237753207974
431,Denmark,1999,762,4976200,1739.0,1531.2889353321812
432,Denmark,2000,728,4998610,1739.0,1456.4048805567948
433,Denmark,2001,727,5018451,1739.0,1448.6541763584023
434,Denmark,2002,688,5041222,1739.0,1364.7484677326252
435,Denmark,2003,633,5056783,1739.0,1251.7839899398493
436,Denmark,2004,661,5072927,1739.0,1302.9952924613344
437,Denmark,2005,631,5089852,1739.0,1239.7217050711886
438,Denmark,2006,650,5110460,1739.0,1271.9011595825034
439,Denmark,2007,581,5133001,1739.0,1131.8914607653496
440,Denmark,2008,603,5162525,1739.0,1168.033084585547
441,Denmark,2009,622,5192790,1739.0,1197.8146622528545
442,Denmark,2010,563,5217785,1739.0,1079.001913647266
443,Denmark,2011,589,5244150,1739.0,1123.1562789012519
444,Denmark,2012,661,5270539,1739.0,1254.1411798679414
445,Denmark,2013,610,5299698,1739.0,1151.0089820212397
446,Denmark,2014,629,5339166,1739.0,1178.0866150256425
447,Denmark,2015,564,5383060,1739.0,1047.7312160741287
448,Ecuador,1985,393,7661800,2238.0,512.9342974235819
449,Ecuador,1986,377,7881300,2238.0,478.3474807455623
450,Ecuador,1987,390,8356800,2238.0,466.6858127512923
451,Ecuador,1988,466,8593200,2238.0,542.2892519666713
452,Ecuador,1989,431,8578619,2238.0,502.4118683904717
453,Ecuador,1990,448,8800933,2238.0,509.03693960628954
454,Ecuador,1991,494,9091700,2238.0,543.3527283126367
455,Ecuador,1992,505,9253155,2238.0,545.7597976041685
456,Ecuador,1993,574,9488483,2238.0,604.9439093688634
457,Ecuador,1994,512,9725255,2238.0,526.4643446367216
458,Ecuador,1995,546,9960563,2238.0,548.1617856340048
459,Ecuador,1996,593,10195848,2238.0,581.6092982162935
460,Ecuador,1997,579,10427773,2238.0,555.2479901509172
461,Ecuador,1998,546,10656446,2238.0,512.3659426416649
462,Ecuador,1999,616,10883283,2238.0,566.0056804550612
463,Ecuador,2000,534,11109383,2238.0,480.67475934532104
464,Ecuador,2001,584,11328328,2238.0,515.5217963321683
465,Ecuador,2002,577,11548770,2238.0,499.62030588538863
466,Ecuador,2003,675,11771002,2238.0,573.4431104505801
467,Ecuador,2004,791,11994153,2238.0,659.4880021957366
468,Ecuador,2005,943,12217643,2238.0,771.8346329156941
469,Ecuador,2006,900,12449374,2238.0,722.9279158936024
470,Ecuador,2007,1005,12677354,2238.0,792.7521784119936
471,Ecuador,2008,928,12903183,2238.0,719.2023859539153
472,Ecuador,2009,964,13130161,2238.0,734.1874939690382
473,Ecuador,2010,912,13360285,2238.0,682.6201686565818
474,Ecuador,2011,918,13583553,2238.0,675.8172916909148
475,Ecuador,2012,976,13815861,2238.0,706.4344379260908
476,Ecuador,2013,676,14054613,2238.0,480.98087083578895
477,Ecuador,2014,734,14295145,2238.0,513.4610386953053
478,Ecuador,2015,1073,14534024,2238.0,738.2676676466201
479,El Salvador,1990,571,4510552,2957.0,1265.9204461006104
480,El Salvador,1991,474,4576985,2957.0,1035.6162408222879
481,El Salvador,1992,419,4591600,2957.0,912.5359351859918
482,El Salvador,1993,424,4694300,2957.0,903.2230577508893
483,El Salvador,1995,620,4836397,2957.0,1281.9460437180817
484,El Salvador,1996,540,4892391,2957.0,1103.75478983589
485,El Salvador,1997,577,4949302,2957.0,1165.8209581876395
486,El Salvador,1998,512,5006338,2957.0,1022.7036208901595
487,El Salvador,1999,515,5062759,2957.0,1017.2319085305068
488,El Salvador,2000,461,5118189,2957.0,900.7092157011006
489,El Salvador,2001,514,5175094,2957.0,993.2186739023484
490,El Salvador,2002,436,5230458,2957.0,833.579009715784
491,El Salvador,2003,527,5283542,2957.0,997.4369466543467
492,El Salvador,2004,464,5333170,2957.0,870.02664456599
493,El Salvador,2005,455,5378879,2957.0,845.9011626772046
494,El Salvador,2006,411,5429044,2957.0,757.0393608893205
495,El Salvador,2007,501,5467861,2957.0,916.2632334655179
496,El Salvador,2008,490,5499287,2957.0,891.0246000981581
497,El Salvador,2009,506,5528910,2957.0,915.1894315516078
498,El Salvador,2010,399,5560453,2957.0,717.5674356028186
499,El Salvador,2011,485,5585785,2957.0,868.2754527787948
500,El Salvador,2012,512,5618823,2957.0,911.2228664259401
501,El Salvador,2013,484,5657250,2957.0,855.5393521587345
502,El Salvador,2014,386,5696329,2957.0,677.6293995659311
503,Estonia,1995,594,1356651,1827.0,4378.428940088497
504,Estonia,1996,545,1342202,1827.0,4060.491639857488
505,Estonia,1997,522,1331234,1827.0,3921.1738882871077
506,Estonia,1998,477,1321719,1827.0,3608.9365440006536
507,Estonia,1999,468,1313198,1827.0,3563.819012822133
508,Estonia,2000,377,1334175,1827.0,2825.7162666067047
509,Estonia,2001,401,1325610,1827.0,3025.0224424981707
510,Estonia,2002,371,1316690,1827.0,2817.671585566838
511,Estonia,2003,342,1307160,1827.0,2616.3591297163316
512,Estonia,2004,323,1297650,1827.0,2489.11493854275
513,Estonia,2005,273,1288495,1827.0,2118.750945870958
514,Estonia,2006,247,1278915,1827.0,1931.3245993674327
515,Estonia,2007,251,1270415,1827.0,1975.73233943239
516,Estonia,2008,242,1264005,1827.0,1914.5493886495703
517,Estonia,2009,269,1259010,1827.0,2136.599391585452
518,Estonia,2010,223,1254225,1827.0,1777.9903924734397
519,Estonia,2011,218,1249427,1827.0,1744.7998162357624
520,Estonia,2012,237,1251631,1827.0,1893.5293229394288
521,Estonia,2013,218,1243096,1827.0,1753.6859582847987
522,Estonia,2014,241,1241852,1827.0,1940.6499325201394
523,Estonia,2015,195,1243450,1827.0,1568.2174594877154
524,Fiji,2001,36,719459,1922.0,500.37597694934664
525,Fiji,2002,42,723187,1922.0,580.7626519835118
526,Fiji,2003,10,725591,1922.0,137.81868848979659
527,Fiji,2004,24,728408,1922.0,329.4856728646582
528,Fiji,2005,22,732607,1922.0,300.29743095547815
529,Fiji,2006,24,737759,1922.0,325.3094845335672
530,Fiji,2007,13,745055,1922.0,174.4837629436753
531,Fiji,2008,37,753658,1922.0,490.93886086261944
532,Fiji,2009,26,762403,1922.0,341.0269896629473
533,Fiji,2011,38,776325,1922.0,489.4857179660581
534,Fiji,2012,32,782939,1922.0,408.71638786674316
535,Finland,1987,1363,4614100,1858.0,2953.988860232765
536,Finland,1988,1402,4633600,1858.0,3025.725138121547
537,Finland,1989,1413,4654300,1858.0,3035.9022839095032
538,Finland,1990,1512,4675100,1858.0,3234.15541913542
539,Finland,1991,1493,4698500,1858.0,3177.6098754921786
540,Finland,1992,1451,4720900,1858.0,3073.5664809676123
541,Finland,1993,1397,4741000,1858.0,2946.635730858469
542,Finland,1994,1387,4761600,1858.0,2912.8864247311826
543,Finland,1995,1388,4781300,1858.0,2902.9761780268964
544,Finland,1996,1247,4802200,1858.0,2596.726500354004
545,Finland,1997,1322,4823200,1858.0,2740.9188920218944
546,Finland,1998,1228,4844673,1858.0,2534.7427989463895
547,Finland,1999,1207,4864255,1858.0,2481.366622432418
548,Finland,2000,1165,4881820,1858.0,2386.405070240197
549,Finland,2001,1204,4898983,1858.0,2457.6529455195086
550,Finland,2002,1095,4915614,1858.0,2227.595576056216
551,Finland,2003,1075,4929856,1858.0,2180.5910760882266
552,Finland,2004,1064,4944765,1858.0,2151.770609927873
553,Finland,2005,994,4961784,1858.0,2003.3117120777526
554,Finland,2006,1062,4979740,1858.0,2132.6414632089227
555,Finland,2007,995,4998853,1858.0,1990.4566107465052
556,Finland,2008,1033,5020096,1858.0,2057.7295732989965
557,Finland,2009,1034,5042316,1858.0,2050.6449813934705
558,Finland,2010,954,5063494,1858.0,1884.0745145545745
559,Finland,2011,912,5085985,1858.0,1793.162976296627
560,Finland,2012,873,5110450,1858.0,1708.2644385523781
561,Finland,2013,887,5135433,1858.0,1727.2156018781668
562,Finland,2014,789,5159944,1858.0,1529.086362177574
563,Finland,2015,731,5181797,1858.0,1410.7075209623226
564,France,1985,12501,51382600,1662.0,2432.924764414413
565,France,1986,12529,51637600,1662.0,2426.3327497792307
566,France,1987,12161,51900800,1662.0,2343.123805413404
567,France,1988,11599,52157600,1662.0,2223.8369863644034
568,France,1989,11715,52417900,1662.0,2234.92356618636
569,France,1990,11403,52952900,1662.0,2153.423136409904
570,France,1991,11502,53282900,1662.0,2158.666288809355
571,France,1992,11644,53622300,1662.0,2171.4846248668932
572,France,1993,12251,53945400,1662.0,2270.99993697331
573,France,1994,12041,54247100,1662.0,2219.6578250265916
574,France,1995,11819,54528500,1662.0,2167.490394931091
575,France,1996,11279,54791600,1662.0,2058.527219500799
576,France,1997,11139,55045500,1662.0,2023.5986592909503
577,France,1998,10534,55280700,1662.0,1905.5475057298481
578,France,1999,10268,55043393,1662.0,1865.4373286908385
579,France,2000,10849,55267624,1662.0,1962.9937411458106
580,France,2001,10449,55511272,1662.0,1882.320405124206
581,France,2002,10643,55935517,1662.0,1902.7266700690368
582,France,2003,10871,56360402,1662.0,1928.8364905559047
583,France,2004,10804,56813922,1662.0,1901.646571768096
584,France,2005,10713,57160687,1662.0,1874.190210485049
585,France,2006,10423,57824447,1662.0,1802.5248040850265
586,France,2007,10127,58167011,1662.0,1741.0212121781537
587,France,2008,10353,58482967,1662.0,1770.2590225971264
588,France,2009,10499,58770727,1662.0,1786.4335760216138
589,France,2010,10379,59056283,1662.0,1757.4759996324185
590,France,2011,10408,59344643,1662.0,1753.8230030299449
591,France,2012,9743,59638457,1662.0,1633.6774105339448
592,France,2013,9600,59910069,1662.0,1602.4017598777928
593,France,2014,8881,60275954,1662.0,1473.3902013396587
594,Georgia,1990,196,4986400,2046.0,393.06914808278515
595,Georgia,1991,174,5018550,2046.0,346.7136922019308
596,Georgia,1992,204,4988700,2046.0,408.9241686210837
597,Georgia,1994,123,4518900,2046.0,272.1901347673106
598,Georgia,1995,138,4410850,2046.0,312.8648673158235
599,Georgia,1996,162,4310350,2046.0,375.8395489925412
600,Georgia,1997,176,4240600,2046.0,415.0356081686554
601,Georgia,1998,148,4209250,2046.0,351.60658074478823
602,Georgia,1999,189,4187750,2046.0,451.31633932302555
603,Georgia,2000,130,4165600,2046.0,312.07989245246785
604,Georgia,2001,100,4140950,2046.0,241.49047923785605
605,Georgia,2004,175,4089850,2046.0,427.888553369928
606,Georgia,2005,87,4132000,2046.0,210.5517909002904
607,Georgia,2006,72,4166500,2046.0,172.80691227649106
608,Georgia,2007,104,4154900,2046.0,250.30686659125368
609,Georgia,2009,188,4158750,2046.0,452.05891193267206
610,Georgia,2010,112,4193800,2046.0,267.0608994229577
611,Georgia,2011,99,4202600,2046.0,235.56845762147242
612,Georgia,2012,104,4200900,2046.0,247.56599776238423
613,Georgia,2013,157,4192600,2046.0,374.46930305776846
614,Georgia,2014,194,3470600,2046.0,558.9811559960814
615,Georgia,2015,192,3458400,2046.0,555.1700208188757
616,Germany,1990,13924,74958800,1627.0,1857.5537495264066
617,Germany,1991,14010,75495900,1627.0,1855.729913809889
618,Germany,1992,13458,76131700,1627.0,1767.7261902729085
619,Germany,1993,12690,76793400,1627.0,1652.4857604950428
620,Germany,1994,12718,77163400,1627.0,1648.190722544626
621,Germany,1995,12888,77547500,1627.0,1661.9491279538347
622,Germany,1996,12225,77882500,1627.0,1569.6722627034312
623,Germany,1997,12256,78067900,1627.0,1569.91541978201
624,Germany,1998,11654,78071100,1627.0,1492.7418724726565
625,Germany,1999,11160,78141200,1627.0,1428.1838517964916
626,Germany,2000,11073,78242066,1627.0,1415.223365906519
627,Germany,2001,11167,78421514,1627.0,1423.9714882321707
628,Germany,2002,11176,78633771,1627.0,1421.2722927913503
629,Germany,2003,11155,78756461,1627.0,1416.3917294353794
630,Germany,2004,10741,78811814,1627.0,1362.8667397504641
631,Germany,2005,10270,78851254,1627.0,1302.4523363953094
632,Germany,2006,9775,78828994,1627.0,1240.0259731844353
633,Germany,2007,9409,78776585,1627.0,1194.3904397480544
634,Germany,2008,9459,78662789,1627.0,1202.4745270600563
635,Germany,2009,9579,78448602,1627.0,1221.0542642939643
636,Germany,2010,10030,78349067,1627.0,1280.1684032816881
637,Germany,2011,10153,78371140,1627.0,1295.502400501001
638,Germany,2012,9896,78508115,1627.0,1260.5066367979923
639,Germany,2013,10091,77270988,1627.0,1305.9235116807358
640,Germany,2014,10217,77552369,1627.0,1317.4323533559625
641,Germany,2015,10088,78136683,1627.0,1291.0709301545344
642,Greece,1985,405,9275400,2847.0,436.6388511546672
643,Greece,1986,393,9334000,2847.0,421.04135418898653
644,Greece,1987,410,9387400,2847.0,436.7556511920233
645,Greece,1988,403,9450000,2847.0,426.4550264550264
646,Greece,1989,383,9527500,2847.0,401.99422723694573
647,Greece,1990,349,9617000,2847.0,362.8990329624623
648,Greece,1991,381,9721144,2847.0,391.9291803516129
649,Greece,1992,351,9834155,2847.0,356.91932860525384
650,Greece,1993,412,9930405,2847.0,414.8874089223954
651,Greece,1994,355,10018932,2847.0,354.3291839888723
652,Greece,1995,370,10101632,2847.0,366.2774490300181
653,Greece,1996,356,10178479,2847.0,349.7575620090192
654,Greece,1997,374,10248806,2847.0,364.9205575751946
655,Greece,1998,403,10310630,2847.0,390.8587545086964
656,Greece,1999,381,10362363,2847.0,367.67675480968967
657,Greece,2000,382,10403059,2847.0,367.1996861692316
658,Greece,2001,334,10441529,2847.0,319.8765238309447
659,Greece,2002,323,10482045,2847.0,308.1459772401282
660,Greece,2003,375,10515665,2847.0,356.610827750789
661,Greece,2004,353,10547290,2847.0,334.6831271350271
662,Greece,2005,400,10582816,2847.0,377.9712318536012
663,Greece,2006,394,10618891,2847.0,371.0368625122906
664,Greece,2007,328,10653591,2847.0,307.8774095983223
665,Greece,2008,373,10686723,2847.0,349.0312231354738
666,Greece,2009,391,10719618,2847.0,364.75180365568997
667,Greece,2010,377,10735384,2847.0,351.1751419418253
668,Greece,2011,477,10728724,2847.0,444.60086772667466
669,Greece,2012,508,10539802,2847.0,481.9824888551038
670,Greece,2013,533,10431289,2847.0,510.96273912073576
671,Greece,2014,565,10380547,2847.0,544.287309714989
672,Greece,2015,529,10331286,2847.0,512.0369332530336
673,Hungary,1991,3993,9757766,1928.0,4092.125185211451
674,Hungary,1992,4000,9754956,1928.0,4100.4797971410635
675,Hungary,1993,3694,9747902,1928.0,3789.533378566998
676,Hungary,1994,3625,9740817,1928.0,3721.453754854444
677,Hungary,1995,3366,9737248,1928.0,3456.828869923001
678,Hungary,1996,3436,9737250,1928.0,3528.717040232098
679,Hungary,1997,3208,9737781,1928.0,3294.3850349479
680,Hungary,1998,3245,9734373,1928.0,3333.5480364272044
681,Hungary,1999,3326,9553064,1928.0,3481.605482806354
682,Hungary,2000,3269,9527034,1928.0,3431.288268730856
683,Hungary,2001,2978,9704598,1928.0,3068.6484901280814
684,Hungary,2002,2839,9680164,1928.0,2932.801551709248
685,Hungary,2003,2800,9652533,1928.0,2900.7929835619316
686,Hungary,2004,2742,9630044,1928.0,2847.3390152734505
687,Hungary,2005,2619,9608943,1928.0,2725.585946341861
688,Hungary,2006,2461,9591110,1928.0,2565.917813475187
689,Hungary,2007,2450,9572938,1928.0,2559.2978874406167
690,Hungary,2008,2476,9552784,1928.0,2591.9145664761186
691,Hungary,2009,2460,9534237,1928.0,2580.175005089553
692,Hungary,2010,2489,9514005,1928.0,2616.1432540764904
693,Hungary,2011,2420,9495011,1928.0,2548.706894599701
694,Hungary,2012,2349,9453181,1928.0,2484.877841649282
695,Hungary,2013,2092,9433840,1928.0,2217.548739431663
696,Hungary,2014,1925,9412788,1928.0,2045.090147573705
697,Hungary,2015,1868,9389519,1928.0,1989.4522818474516
698,Hungary,2016,1761,8390370,1928.0,2098.8347355360966
699,Iceland,1985,32,220100,1327.0,1453.8845979100408
700,Iceland,1986,37,222300,1327.0,1664.4174538911382
701,Iceland,1987,36,225600,1327.0,1595.7446808510638
702,Iceland,1988,35,229200,1327.0,1527.0506108202444
703,Iceland,1989,22,232000,1327.0,948.2758620689655
704,Iceland,1990,40,233300,1327.0,1714.5306472353193
705,Iceland,1991,37,235900,1327.0,1568.4612123781264
706,Iceland,1992,28,238000,1327.0,1176.4705882352941
707,Iceland,1993,26,240500,1327.0,1081.081081081081
708,Iceland,1994,25,242700,1327.0,1030.0782859497322
709,Iceland,1995,27,244700,1327.0,1103.391908459338
710,Iceland,1996,33,246500,1327.0,1338.7423935091279
711,Iceland,1997,33,248929,1327.0,1325.6792097345028
712,Iceland,1998,30,252253,1327.0,1189.2821889135114
713,Iceland,1999,31,255820,1327.0,1211.789539519975
714,Iceland,2000,50,259723,1327.0,1925.1279247505995
715,Iceland,2001,36,263738,1327.0,1364.991013809159
716,Iceland,2002,30,266455,1327.0,1125.8936781069974
717,Iceland,2003,26,268330,1327.0,968.9561361010694
718,Iceland,2004,35,271588,1327.0,1288.7167326980573
719,Iceland,2005,33,274929,1327.0,1200.3098981918968
720,Iceland,2006,32,282999,1327.0,1130.7460450390283
721,Iceland,2007,37,289712,1327.0,1277.1303915612746
722,Iceland,2008,38,296836,1327.0,1280.168173671657
723,Iceland,2009,36,296204,1327.0,1215.3785904309193
724,Iceland,2010,46,294620,1327.0,1561.3332428212614
725,Iceland,2011,27,295475,1327.0,913.782891953634
726,Iceland,2012,37,297238,1327.0,1244.7937343139167
727,Iceland,2013,49,300456,1327.0,1630.8544345927523
728,Iceland,2014,44,304472,1327.0,1445.1246748469482
729,Iceland,2015,40,308554,1327.0,1296.3695171671732
730,Iceland,2016,40,268773,1327.0,1488.244726962902
731,Ireland,1985,276,3208200,1454.0,860.2954927997007
732,Ireland,1986,282,3216700,1454.0,876.6748531103304
733,Ireland,1987,245,3229700,1454.0,758.584388642908
734,Ireland,1988,266,3233500,1454.0,822.6380083500851
735,Ireland,1989,278,3223200,1454.0,862.4968974931745
736,Ireland,1990,334,3224000,1454.0,1035.9801488833746
737,Ireland,1991,345,3252100,1454.0,1060.8529873005136
738,Ireland,1992,362,3283400,1454.0,1102.5156849607113
739,Ireland,1993,326,3306500,1454.0,985.9367911689096
740,Ireland,1994,394,3326000,1454.0,1184.606133493686
741,Ireland,1995,403,3345900,1454.0,1204.4591888580053
742,Ireland,1996,408,3375800,1454.0,1208.6024053557676
743,Ireland,1997,466,3414285,1454.0,1364.8538420196323
744,Ireland,1998,498,3449415,1454.0,1443.723066085119
745,Ireland,1999,424,3481871,1454.0,1217.7360964837583
746,Ireland,2000,463,3523376,1454.0,1314.0805863467313
747,Ireland,2001,488,3573974,1454.0,1365.4268329875931
748,Ireland,2002,449,3639573,1454.0,1233.6612014651168
749,Ireland,2003,454,3694079,1454.0,1228.9937491861976
750,Ireland,2004,464,3752679,1454.0,1236.4500134437292
751,Ireland,2005,451,3833357,1454.0,1176.514475432369
752,Ireland,2006,452,3937578,1454.0,1147.9137683113834
753,Ireland,2007,458,4026707,1454.0,1137.4058256535675
754,Ireland,2008,506,4094192,1454.0,1235.897095202179
755,Ireland,2009,527,4117667,1454.0,1279.8509447218535
756,Ireland,2010,486,4264857,1454.0,1139.545827679568
757,Ireland,2011,554,4218849,1454.0,1313.1543698293065
758,Ireland,2012,542,4220806,1454.0,1284.1149297077384
759,Ireland,2013,487,4227378,1454.0,1152.014321879898
760,Ireland,2014,486,4328043,1454.0,1122.909361113094
761,Israel,1985,234,3753500,3311.0,623.4181430664713
762,Israel,1986,278,3813500,3311.0,728.9891176084963
763,Israel,1987,271,3878100,3311.0,698.7958020680229
764,Israel,1988,303,3947300,3311.0,767.6133052972917
765,Israel,1989,353,4021100,3311.0,877.8692397602647
766,Israel,1990,304,4156100,3311.0,731.4549698034216
767,Israel,1991,359,4423200,3311.0,811.6295894375113
768,Israel,1992,381,4588900,3311.0,830.2643335004032
769,Israel,1993,371,4717000,3311.0,786.5168539325844
770,Israel,1994,416,4844900,3311.0,858.6348531445437
771,Israel,1995,360,4977700,3311.0,723.2255861140687
772,Israel,1996,306,5103700,3311.0,599.5650214550228
773,Israel,1997,379,5233500,3311.0,724.1807585745677
774,Israel,1998,318,5360200,3311.0,593.2614454684526
775,Israel,1999,368,5497047,3311.0,669.4503430660135
776,Israel,2000,394,5643291,3311.0,698.1741682291414
777,Israel,2001,398,5777467,3311.0,688.8832078140819
778,Israel,2002,382,5895508,3311.0,647.9509484169982
779,Israel,2003,417,6003127,3311.0,694.6379778405487
780,Israel,2004,411,6109931,3311.0,672.6753542715948
781,Israel,2005,425,6220861,3311.0,683.1851732420962
782,Israel,2006,367,6334485,3311.0,579.3683306535575
783,Israel,2007,326,6448814,3311.0,505.51930944201524
784,Israel,2008,354,6565602,3311.0,539.1737117175242
785,Israel,2009,404,6731835,3311.0,600.1335445684572
786,Israel,2010,480,6849825,3311.0,700.7478293241068
787,Israel,2011,409,6971495,3311.0,586.6747376280124
788,Israel,2012,430,7095360,3311.0,606.0298561313309
789,Israel,2013,372,7226008,3311.0,514.8070691313932
790,Israel,2014,382,7366252,3311.0,518.5812269251718
791,Israel,2015,342,7516180,3311.0,455.01837369514834
792,Italy,1985,4759,54114700,2474.0,879.4283253903284
793,Italy,1986,4691,54267500,2474.0,864.4216151471875
794,Italy,1987,4516,54424100,2474.0,829.7794543226255
795,Italy,1988,4381,54579700,2474.0,802.6793844597901
796,Italy,1989,4342,54697200,2474.0,793.8249124269615
797,Italy,1990,4402,54831700,2474.0,802.8202663787555
798,Italy,1991,4453,54465500,2474.0,817.5817719473795
799,Italy,1992,4543,54154898,2474.0,838.8899559925309
800,Italy,1993,4697,54140523,2474.0,867.5571900182789
801,Italy,1994,4536,54143049,2474.0,837.7806724552952
802,Italy,1995,4569,54141172,2474.0,843.9048936731551
803,Italy,1996,4689,54150332,2474.0,865.9226687659091
804,Italy,1997,4694,54181477,2474.0,866.3477372534528
805,Italy,1998,4504,54250592,2474.0,830.2213550038311
806,Italy,1999,4115,54280527,2474.0,758.0987561156139
807,Italy,2000,4108,54298946,2474.0,756.5524384211803
808,Italy,2001,4030,54333844,2474.0,741.7108202394073
809,Italy,2002,4069,54526842,2474.0,746.2379721165587
810,Italy,2003,4075,54937570,2474.0,741.7510457779621
811,Italy,2004,3986,54988156,2474.0,724.8833730667383
812,Italy,2005,3742,55244690,2474.0,677.3501670477289
813,Italy,2006,3700,56180672,2474.0,658.5894878580306
814,Italy,2007,3757,56583578,2474.0,663.9735649095926
815,Italy,2008,3904,57009825,2474.0,684.7942437992048
816,Italy,2009,3974,57351830,2474.0,692.9159889056722
817,Italy,2010,3989,57637843,2474.0,692.0800280468511
818,Italy,2011,4153,56610149,2474.0,733.6140380058
819,Italy,2012,4257,56795085,2474.0,749.5366896624946
820,Italy,2013,4290,57503331,2474.0,746.0437378836367
821,Italy,2014,4147,58100676,2474.0,713.7610584771853
822,Italy,2015,3988,58117697,2474.0,686.1937423294663
823,Japan,1985,23257,112809200,1876.7,2061.622633614989
824,Japan,1986,25484,113679000,1876.7,2241.750895064172
825,Japan,1987,23663,114416000,1876.7,2068.1548035239825
826,Japan,1988,22676,115101000,1876.7,1970.0958288807221
827,Japan,1989,21013,115766000,1876.7,1815.1270666689704
828,Japan,1990,20002,116251400,1876.7,1720.5814295569774
829,Japan,1991,19780,116802000,1876.7,1693.4641530110785
830,Japan,1992,20756,117311000,1876.7,1769.314045571174
831,Japan,1993,20353,117735000,1876.7,1728.7127871915743
832,Japan,1994,20744,118064000,1876.7,1757.0131454126577
833,Japan,1995,21249,118349500,1876.7,1795.4448476757398
834,Japan,1996,21967,118785000,1876.7,1849.307572504946
835,Japan,1997,23280,119060000,1876.7,1955.316647068705
836,Japan,1998,31458,119338000,1876.7,2636.0421659488175
837,Japan,1999,31115,119540000,1876.7,2602.894428643132
838,Japan,2000,29989,119752660,1876.7,2504.244999651782
839,Japan,2001,29132,120066000,1876.7,2426.332183965486
840,Japan,2002,29715,120189000,1876.7,2472.3560392381996
841,Japan,2003,31881,120395000,1876.7,2648.033556210806
842,Japan,2004,30034,120500000,1876.7,2492.4481327800827
843,Japan,2005,30369,120657507,1876.7,2516.9590152397227
844,Japan,2006,29769,120702000,1876.7,2466.3220162052
845,Japan,2007,30665,120704000,1876.7,2540.5123276776244
846,Japan,2008,30073,120602000,1876.7,2493.5739042470273
847,Japan,2009,30523,120496000,1876.7,2533.1131323861373
848,Japan,2010,29411,121127267,1876.7,2428.1072898309512
849,Japan,2011,28766,120927000,1876.7,2378.7905099770937
850,Japan,2012,26338,120735000,1876.7,2181.4718184453554
851,Japan,2013,25991,120514000,1876.7,2156.678892078929
852,Japan,2014,24357,120274000,1876.7,2025.1259623858855
853,Japan,2015,23092,120376310,1876.7,1918.31764904573
854,Kazakhstan,1990,3172,14773900,2507.0,2147.0295588842487
855,Kazakhstan,1991,3082,14952800,2507.0,2061.1524263014285
856,Kazakhstan,1992,3356,15150100,2507.0,2215.1668965881413
857,Kazakhstan,1993,4019,15331400,2507.0,2621.417483073953
858,Kazakhstan,1994,4024,15229600,2507.0,2642.2230393444347
859,Kazakhstan,1995,4706,14989600,2507.0,3139.5100603084807
860,Kazakhstan,1996,4773,14487700,2507.0,3294.5187987051086
861,Kazakhstan,1997,4642,14394600,2507.0,3224.820418768149
862,Kazakhstan,1998,4313,13844200,2507.0,3115.3840597506537
863,Kazakhstan,1999,3991,13773400,2507.0,2897.6142419446173
864,Kazakhstan,2000,4428,13772422,2507.0,3215.120768155376
865,Kazakhstan,2001,4377,13772696,2507.0,3178.0270180943508
866,Kazakhstan,2002,4240,13777476,2507.0,3077.486761726168
867,Kazakhstan,2003,4321,13811863,2507.0,3128.470069533704
