,country,year,suicides_no,population,total,ratio
1294,Romania,2007,2430,20475026,2115.0,1186.8116797507364
1295,Romania,2008,2472,20433803,2115.0,1209.760121500633
1296,Romania,2009,2586,20390882,2115.0,1268.2139007032654
1297,Romania,2010,2766,20348649,2115.0,1359.3040009683198
1298,Romania,2011,2536,20291701,2115.0,1249.7720127060811
1299,Romania,2012,2495,19041594,2115.0,1310.2894642118722
1300,Romania,2013,2407,19003345,2115.0,1266.6191136349942
1301,Romania,2014,2209,18952235,2115.0,1165.5617398159109
1302,Romania,2015,2228,18863927,2115.0,1181.0902364072972
1303,Romania,2016,1953,16644905,2115.0,1173.3320196180152
1304,Russian Federation,1989,37921,135443800,1901.0,2799.7590144399373
1305,Russian Federation,1990,39028,136398200,1901.0,2861.3280820421382
1306,Russian Federation,1991,39281,137283000,1901.0,2861.3156763765355
1307,Russian Federation,1992,45923,138118900,1901.0,3324.888918171228
1308,Russian Federation,1993,55846,137692800,1901.0,4055.8402472750936
1309,Russian Federation,1994,61420,138476200,1901.0,4435.419227275156
1310,Russian Federation,1995,60548,139087100,1901.0,4353.243399280019
1311,Russian Federation,1996,57511,139272600,1901.0,4129.383669149567
1312,Russian Federation,1997,54746,139283200,1901.0,3930.5530028029225
1313,Russian Federation,1998,51518,139122100,1901.0,3703.078087521681
1314,Russian Federation,1999,56974,138717800,1901.0,4107.187397724012
1315,Russian Federation,2000,56619,138205695,1901.0,4096.719748053797
1316,Russian Federation,2001,56958,137521509,1901.0,4141.7521094827425
1317,Russian Federation,2002,55024,136590900,1901.0,4028.3796358322556
1318,Russian Federation,2003,51445,137019868,1901.0,3754.564994910081
1319,Russian Federation,2004,49096,137071699,1901.0,3581.7751117245584
1320,Russian Federation,2005,45802,136162191,1901.0,3363.78253490354
1321,Russian Federation,2006,42614,135357462,1901.0,3148.2564293352366
1322,Russian Federation,2007,41149,134778964,1901.0,3053.0728816108126
1323,Russian Federation,2008,38211,134385949,1901.0,2843.3776212719977
1324,Russian Federation,2009,37408,134085433,1901.0,2789.8630867679713
1325,Russian Federation,2010,33356,134865987,1901.0,2473.2700024654846
1326,Russian Federation,2011,31038,134745874,1901.0,2303.4471541592434
1327,Russian Federation,2012,29643,134668522,1901.0,2201.182545093946
1328,Russian Federation,2013,28690,134713962,1901.0,2129.6975884355625
1329,Russian Federation,2014,26541,134713962,1901.0,1970.174405530438
1330,Russian Federation,2015,25432,137018943,1901.0,1856.0937227489776
1331,Serbia,1998,1460,7179002,2112.0,2033.7088637111399
1332,Serbia,1999,1571,7162831,2112.0,2193.266880092522
1333,Serbia,2000,1543,7149140,2112.0,2158.3015579496273
1334,Serbia,2001,1442,7142410,2112.0,2018.9263847916882
1335,Serbia,2002,1446,7138113,2112.0,2025.74545961937
1336,Serbia,2003,1378,7111975,2112.0,1937.5771146552117
1337,Serbia,2004,1345,7086364,2112.0,1898.0114484663784
1338,Serbia,2005,1437,7058982,2112.0,2035.7042984385
1339,Serbia,2006,1443,7031811,2112.0,2052.102936213729
1340,Serbia,2007,1353,7009610,2112.0,1930.2072440549475
1341,Serbia,2008,1289,6988532,2112.0,1844.4503080189086
1342,Serbia,2009,1373,6968240,2112.0,1970.3684144059332
1343,Serbia,2010,1207,6944871,2112.0,1737.9732467312929
1344,Serbia,2011,1256,6900027,2112.0,1820.28273222699
1345,Serbia,2012,1243,6867174,2112.0,1810.0604411654633
1346,Serbia,2013,1197,6832840,2112.0,1751.833790927345
1347,Serbia,2014,1134,6801810,2112.0,1667.2032885364338
1348,Serbia,2015,1062,6766406,2112.0,1569.5185893367911
1349,Singapore,1985,324,2350500,2022.4,1378.4301212507978
1350,Singapore,1986,326,2379300,2022.4,1370.1508847139914
1351,Singapore,1987,301,2407800,2022.4,1250.103829221696
1352,Singapore,1988,366,2393400,2022.4,1529.2053146151918
1353,Singapore,1989,394,2431100,2022.4,1620.6655423470856
1354,Singapore,1990,354,2511800,2022.4,1409.3478780157654
1355,Singapore,1991,296,2559300,2022.4,1156.5662485835971
1356,Singapore,1992,277,2604000,2022.4,1063.748079877112
1357,Singapore,1993,270,2655800,2022.4,1016.6428194894195
1358,Singapore,1994,316,2712200,2022.4,1165.1058181550034
1359,Singapore,1995,364,2765300,2022.4,1316.3128774454851
1360,Singapore,1996,239,2823100,2022.4,846.5870851191952
1361,Singapore,1997,303,2880000,2022.4,1052.0833333333333
1362,Singapore,1998,328,2940200,2022.4,1115.5703693626285
1363,Singapore,1999,277,2997100,2022.4,924.2267525274432
1364,Singapore,2000,309,3047600,2022.4,1013.9125869536684
1365,Singapore,2001,305,3103000,2022.4,982.9197550757332
1366,Singapore,2002,321,3165200,2022.4,1014.1539239226588
1367,Singapore,2003,320,3226200,2022.4,991.8789907631269
1368,Singapore,2004,335,3281400,2022.4,1020.905710977022
1369,Singapore,2005,359,3342400,2022.4,1074.0785064624222
1370,Singapore,2006,372,3411900,2022.4,1090.3015914886134
1371,Singapore,2007,328,3389600,2022.4,967.6658012744867
1372,Singapore,2008,319,3448900,2022.4,924.9325872017166
1373,Singapore,2009,349,3536100,2022.4,986.9630383756116
1374,Singapore,2010,296,3576800,2022.4,827.5553567434579
1375,Singapore,2011,308,3600900,2022.4,855.3417201255243
1376,Singapore,2012,392,3631600,2022.4,1079.414032382421
1377,Singapore,2013,357,3661456,2022.4,975.0219584777203
1378,Singapore,2014,355,3689370,2022.4,962.2239027259395
1379,Singapore,2015,329,3719115,2022.4,884.6190558775406
1380,Slovakia,1992,796,4909228,2040.0,1621.4362013742284
1381,Slovakia,1993,738,4935260,2040.0,1495.3619464830626
1382,Slovakia,1994,691,4974858,2040.0,1388.984369001085
1383,Slovakia,1995,735,5005232,2040.0,1468.4633998983466
1384,Slovakia,1996,672,5032436,2040.0,1335.3373992237557
1385,Slovakia,1997,630,5058389,2040.0,1245.455816071085
1386,Slovakia,1998,673,5081100,2040.0,1324.51634488595
1387,Slovakia,1999,692,5098200,2040.0,1357.3418069122438
1388,Slovakia,2000,729,5111813,2040.0,1426.108505925393
1389,Slovakia,2001,692,5100256,2040.0,1356.7946393279083
1390,Slovakia,2002,717,5107584,2040.0,1403.7948274565822
1391,Slovakia,2003,753,5113982,2040.0,1472.4338098960848
1392,Slovakia,2004,676,5121210,2040.0,1320.0005467457888
1393,Slovakia,2005,679,5126946,2040.0,1324.3751738364322
1394,Slovakia,2006,0,5129369,2040.0,0.0
1395,Slovakia,2007,0,5132660,2040.0,0.0
1396,Slovakia,2008,591,5137067,2040.0,1150.4619270101014
1397,Slovakia,2009,601,5141744,2040.0,1168.8641052530038
1398,Slovakia,2010,631,5147562,2040.0,1225.823020684355
1399,Slovakia,2012,571,5116922,2040.0,1115.9052258369388
1400,Slovakia,2013,616,5122209,2040.0,1202.606141217588
1401,Slovakia,2014,554,5129686,2040.0,1079.9881318271723
1402,Slovenia,1995,564,1884000,1975.0,2993.6305732484075
1403,Slovenia,1996,607,1893100,1975.0,3206.381068089377
1404,Slovenia,1997,593,1883900,1975.0,3147.7254631349865
1405,Slovenia,1998,612,1880300,1975.0,3254.799765994788
1406,Slovenia,1999,590,1884400,1975.0,3130.970070048822
1407,Slovenia,2000,588,1886483,1975.0,3116.9112046066675
1408,Slovenia,2001,581,1901330,1975.0,3055.755707846613
1409,Slovenia,2002,540,1906124,1975.0,2832.9741401923484
1410,Slovenia,2003,562,1907589,1975.0,2946.127284231561
1411,Slovenia,2004,512,1907862,1975.0,2683.632254324474
1412,Slovenia,2005,503,1911817,1975.0,2631.004954972155
1413,Slovenia,2006,529,1918570,1975.0,2757.2619190334467
1414,Slovenia,2007,434,1927332,1975.0,2251.8175384417423
1415,Slovenia,2008,408,1943758,1975.0,2099.0267306938417
1416,Slovenia,2009,447,1942037,1975.0,2301.706919075177
1417,Slovenia,2010,414,1944774,1975.0,2128.7820589950297
1418,Slovenia,2011,435,1944561,1975.0,2237.0087644460623
1419,Slovenia,2012,440,1945988,1975.0,2261.0622470436615
1420,Slovenia,2013,446,1948276,1975.0,2289.203377755513
1421,Slovenia,2014,388,1951786,1975.0,1987.9228562967455
1422,Slovenia,2015,422,1954632,1975.0,2158.974170073958
1423,South Africa,1996,143,37773652,3220.6,37.85707561450506
1424,South Africa,1997,104,38528157,3220.6,26.9932454853732
1425,South Africa,1998,180,39232468,3220.6,45.88036623135715
1426,South Africa,1999,279,39907560,3220.6,69.9115656281667
1427,South Africa,2000,267,40568559,3220.6,65.8145141413576
1428,South Africa,2001,384,41185599,3220.6,93.23647326338511
1429,South Africa,2002,236,41803868,3220.6,56.454106112860174
1430,South Africa,2003,256,42415309,3220.6,60.355566430035914
1431,South Africa,2004,383,43005874,3220.6,89.05760175923875
1432,South Africa,2005,458,43566107,3220.6,105.12759379670992
1433,South Africa,2006,514,44079057,3220.6,116.60866519898555
1434,South Africa,2007,417,44577435,3220.6,93.54508620785383
1435,South Africa,2008,441,43680586,3220.6,100.96018400485745
1436,South Africa,2009,372,45607048,3220.6,81.56634036037588
1437,South Africa,2010,393,46176200,3220.6,85.10877898138001
1438,South Africa,2011,358,46806739,3220.6,76.4847130239088
1439,South Africa,2012,487,47484256,3220.6,102.5603096740107
1440,South Africa,2013,587,48192699,3220.6,121.80268218636189
1441,South Africa,2014,580,48912129,3220.6,118.57999474935961
1442,South Africa,2015,482,49627460,3220.6,97.12364888309818
1443,Spain,1985,2514,35997000,2766.0,698.3915326277189
1444,Spain,1986,2755,36223000,2766.0,760.5664909035696
1445,Spain,1987,2804,36425700,2766.0,769.7861674586898
1446,Spain,1988,2960,36597300,2766.0,808.8028351818305
1447,Spain,1989,2987,36740400,2766.0,813.001491546091
1448,Spain,1990,2939,36861400,2766.0,797.3110082633867
1449,Spain,1991,2916,36958100,2766.0,789.0015991081793
1450,Spain,1992,2786,37000900,2766.0,752.9546578596736
1451,Spain,1993,3037,37122100,2766.0,818.1110443644081
1452,Spain,1994,3171,37203100,2766.0,852.3483258115588
1453,Spain,1995,3157,37275300,2766.0,846.9415403766031
1454,Spain,1996,3320,37341200,2766.0,889.0983685580538
1455,Spain,1997,3373,37405000,2766.0,901.7511027937442
1456,Spain,1998,3261,37458900,2766.0,870.5541273235466
1457,Spain,1999,3220,37789271,2766.0,852.0937067031539
1458,Spain,2000,3394,38319996,2766.0,885.6994661481698
1459,Spain,2001,3189,38713504,2766.0,823.7435702022734
1460,Spain,2002,3372,39340611,2766.0,857.1295448359965
1461,Spain,2003,3478,39947556,2766.0,870.6414980681171
1462,Spain,2004,3508,40555823,2766.0,864.9805972375409
1463,Spain,2005,3399,41195479,2766.0,825.0905396682001
1464,Spain,2006,3247,41808848,2766.0,776.6298655251156
1465,Spain,2007,3264,42547327,2766.0,767.1457245716048
1466,Spain,2008,3457,43199484,2766.0,800.2410399161249
1467,Spain,2009,3429,43490086,2766.0,788.4555574344001
1468,Spain,2010,3158,43595356,2766.0,724.3890840116089
1469,Spain,2011,3180,43642571,2766.0,728.6463485389072
1470,Spain,2012,3539,44318859,2766.0,798.5313881839783
1471,Spain,2013,3873,44227625,2766.0,875.6970332456242
1472,Spain,2014,3911,44172771,2766.0,885.387063446846
1473,Spain,2015,3604,44186528,2766.0,815.6332174367717
1474,Sweden,1987,1541,7909000,1821.0,1948.4132001517257
1475,Sweden,1988,1590,7930900,1821.0,2004.816603411971
1476,Sweden,1989,1579,7964800,1821.0,1982.4728806749697
1477,Sweden,1990,1471,8005700,1821.0,1837.440823413318
1478,Sweden,1991,1483,8041100,1821.0,1844.2750369974258
1479,Sweden,1992,1355,8073200,1821.0,1678.3927067333896
1480,Sweden,1993,1373,8112500,1821.0,1692.4499229583976
1481,Sweden,1994,1324,8174100,1821.0,1619.750186564882
1482,Sweden,1995,1348,8233000,1821.0,1637.3132515486457
1483,Sweden,1996,1253,8274300,1821.0,1514.327495981533
1484,Sweden,1997,1201,8311300,1821.0,1445.0206345577708
1485,Sweden,1998,1231,8346300,1821.0,1474.9050477457076
1486,Sweden,1999,1220,8378013,1821.0,1456.192536344835
1487,Sweden,2000,1131,8409008,1821.0,1344.9862338102187
1488,Sweden,2001,1197,8439317,1821.0,1418.361225203414
1489,Sweden,2002,1180,8465828,1821.0,1393.8388542739115
1490,Sweden,2003,1112,8490539,1821.0,1309.6930595336764
1491,Sweden,2004,1155,8514314,1821.0,1356.539117537831
1492,Sweden,2005,1219,8538624,1821.0,1427.6304940936618
1493,Sweden,2006,1197,8576044,1821.0,1395.7484359921662
1494,Sweden,2007,1126,8629159,1821.0,1304.8780304082936
1495,Sweden,2008,1170,8688504,1821.0,1346.6069647893355
1496,Sweden,2009,1242,8755922,1821.0,1418.468551912637
1497,Sweden,2010,1141,8823125,1821.0,1293.192604661047
1498,Sweden,2011,1112,8884644,1821.0,1251.597700481865
1499,Sweden,2012,1154,8948909,1821.0,1289.5426693913191
1500,Sweden,2013,1230,9024081,1821.0,1363.0196803419649
1501,Sweden,2014,1148,9114524,1821.0,1259.5281991687114
1502,Sweden,2015,1182,9114524,1821.0,1296.8312991440912
1503,Sweden,2016,1130,8125852,1821.0,1390.6234078592618
1504,Switzerland,1995,1419,6617500,1566.0,2144.3143180959573
1505,Switzerland,1996,1432,6652200,1566.0,2152.671296713869
1506,Switzerland,1997,1341,6675200,1566.0,2008.9285714285713
1507,Switzerland,1998,1371,6725167,1566.0,2038.6110857916244
1508,Switzerland,1999,1296,6764328,1566.0,1915.9331126462232
1509,Switzerland,2000,1380,6809589,1566.0,2026.5540255072663
1510,Switzerland,2001,1338,6865842,1566.0,1948.7777318499318
1511,Switzerland,2002,1446,6942010,1566.0,2082.9702060354275
1512,Switzerland,2003,1269,6969293,1566.0,1820.8446681750934
1513,Switzerland,2004,1284,7023166,1566.0,1828.2353001481097
1514,Switzerland,2005,1299,7071991,1566.0,1836.8236045549265
1515,Switzerland,2006,1309,7118477,1566.0,1838.8764900132428
1516,Switzerland,2007,1360,7183595,1566.0,1893.2024981920613
1517,Switzerland,2008,1314,7274875,1566.0,1806.2166016598223
1518,Switzerland,2009,1105,7364558,1566.0,1500.4294894547643
1519,Switzerland,2010,1006,7439147,1566.0,1352.3055801962241
1520,Switzerland,2011,1034,7518040,1566.0,1375.3584710908694
1521,Switzerland,2012,1038,7595591,1566.0,1366.582271214972
1522,Switzerland,2013,1071,7681318,1566.0,1394.2919691646669
1523,Switzerland,2014,1032,7809621,1566.0,1321.4469690654641
1524,Switzerland,2015,1073,7892502,1566.0,1359.5181857413531
1525,Thailand,1985,2982,46303443,2623.7999999999997,644.0125845501382
1526,Thailand,1986,2798,47331465,2623.7999999999997,591.1500943399914
1527,Thailand,1987,3035,48376410,2623.7999999999997,627.3718946899946
1528,Thailand,1990,3753,51228668,2623.7999999999997,732.5976150697496
1529,Thailand,1991,3559,51947693,2623.7999999999997,685.1122339542585
1530,Thailand,1992,3550,52570440,2623.7999999999997,675.2844374138774
1531,Thailand,1994,2307,52691000,2623.7999999999997,437.8356835133134
1532,Thailand,1995,4245,54366057,2623.7999999999997,780.8180755135506
1533,Thailand,1996,4443,55070703,2623.7999999999997,806.7810574344765
1534,Thailand,1997,4150,55859088,2623.7999999999997,742.9408800945695
1535,Thailand,1998,4963,56691783,2623.7999999999997,875.4355106453435
1536,Thailand,1999,5276,57507860,2623.7999999999997,917.4398073585072
1537,Thailand,2000,5182,58262135,2623.7999999999997,889.4284426755045
1538,Thailand,2002,4902,58263389,2623.7999999999997,841.3516762644891
1539,Thailand,2003,4484,60158951,2623.7999999999997,745.3587413783197
1540,Thailand,2004,4296,60686373,2623.7999999999997,707.901920584379
1541,Thailand,2005,3937,61182665,2623.7999999999997,643.4829211836393
1542,Thailand,2006,3608,61636512,2623.7999999999997,585.3673225376543
1543,Thailand,2007,3754,58941621,2623.7999999999997,636.9013841679041
1544,Thailand,2008,3778,59216773,2623.7999999999997,637.994914042344
1545,Thailand,2009,3787,59483718,2623.7999999999997,636.6448042134824
1546,Thailand,2010,3761,59769764,2623.7999999999997,629.2479254226267
1547,Thailand,2011,3873,60261832,2623.7999999999997,642.6953631280244
1548,Thailand,2012,3985,60382255,2623.7999999999997,659.962103104629
1549,Thailand,2013,3961,60766487,2623.7999999999997,651.8395575508586
1550,Thailand,2014,3952,61139919,2623.7999999999997,646.386201460293
1551,Thailand,2015,4205,61261276,2623.7999999999997,686.4042466239196
1552,Thailand,2016,4117,53442001,2623.7999999999997,770.3678610387361
1553,Turkey,2009,1050,65962419,2449.6000000000004,159.18154851173665
1554,Turkey,2010,1524,66975131,2449.6000000000004,227.54714731353042
1555,Turkey,2011,1148,68034357,2449.6000000000004,168.73827439862478
1556,Turkey,2012,1450,68976439,2449.6000000000004,210.21670892578263
1557,Turkey,2013,1810,69880352,2449.6000000000004,259.0141503580291
1558,Turkey,2014,1617,70931420,2449.6000000000004,227.9666754169027
1559,Turkey,2015,1532,71880464,2449.6000000000004,213.1316236355959
1560,Ukraine,1987,10050,47374200,1955.0,2121.407854908368
1561,Ukraine,1988,9751,47549900,1955.0,2050.6878037598394
1562,Ukraine,1989,10887,47761700,1955.0,2279.441477166851
1563,Ukraine,1990,10645,47971600,1955.0,2219.021254242093
1564,Ukraine,1991,10700,48200600,1955.0,2219.889378970386
1565,Ukraine,1992,11666,48487300,1955.0,2405.990847087794
1566,Ukraine,1993,12469,48680500,1955.0,2561.3952198518914
1567,Ukraine,1994,13826,48619000,1955.0,2843.7442152245007
1568,Ukraine,1995,14541,48415300,1955.0,3003.389424417488
1569,Ukraine,1996,15160,48174500,1955.0,3146.8930658335844
1570,Ukraine,1997,14903,47923000,1955.0,3109.780272520502
1571,Ukraine,1998,14789,47675400,1955.0,3102.0190706318144
1572,Ukraine,1999,14363,47415400,1955.0,3029.184610907005
1573,Ukraine,2000,14467,47125400,1955.0,3069.8943669443656
1574,Ukraine,2001,13131,46805969,1955.0,2805.4114209236864
1575,Ukraine,2002,12536,46060017,1955.0,2721.6663858374172
1576,Ukraine,2003,12313,45697383,1955.0,2694.4650200209494
1577,Ukraine,2004,11256,45322826,1955.0,2483.5168045346513
1578,Ukraine,2005,10621,44939270,1955.0,2363.411777716906
1579,Ukraine,2006,10013,44560034,1955.0,2247.080870719264
1580,Ukraine,2007,10032,44198672,1955.0,2269.7514531658326
1581,Ukraine,2008,9454,43856123,1955.0,2155.6853076137168
1582,Ukraine,2009,9715,43557944,1955.0,2230.362388087004
1583,Ukraine,2010,9089,43296809,1955.0,2099.2309156085844
1584,Ukraine,2011,8973,43074791,1955.0,2083.120960470824
1585,Ukraine,2012,9058,42915935,1955.0,2110.6379250504506
1586,Ukraine,2014,7968,40464165,1955.0,1969.1497402701875
1587,Ukraine,2015,7574,40345446,1955.0,1877.2874638689082
1588,United Arab Emirates,2005,96,4280433,3508.7,224.27637577787104
1589,United Arab Emirates,2006,90,4923879,3508.7,182.78272069642654
1590,United Arab Emirates,2007,101,5695389,3508.7,177.3364383012293
1591,United Arab Emirates,2008,100,6510358,3508.7,153.6013841327927
1592,United Arab Emirates,2009,124,7252480,3508.7,170.97599717613835
1593,United Arab Emirates,2010,111,7839736,3508.7,141.58640035837942
1594,United Kingdom,1985,5105,53006535,1635.0,963.0887965040537
1595,United Kingdom,1986,4839,53119533,1635.0,910.9643339673186
1596,United Kingdom,1987,4594,53239668,1635.0,862.8904297449789
1597,United Kingdom,1988,4971,53310780,1635.0,932.4568126746598
1598,United Kingdom,1989,4361,53425129,1635.0,816.2825400009797
1599,United Kingdom,1990,4643,53557854,1635.0,866.9130021527749
1600,United Kingdom,1991,4547,53903427,1635.0,843.5456246594489
1601,United Kingdom,1992,4628,54076358,1635.0,855.8268661510082
1602,United Kingdom,1993,4462,54283982,1635.0,821.9735980311834
1603,United Kingdom,1994,4380,54497293,1635.0,803.7096448074952
1604,United Kingdom,1995,4315,54746964,1635.0,788.1715596137897
1605,United Kingdom,1996,4165,55012207,1635.0,757.104691327872
1606,United Kingdom,1997,4143,55266635,1635.0,749.6385477422318
1607,United Kingdom,1998,4389,55527379,1635.0,790.4208840831475
1608,United Kingdom,1999,4448,55833339,1635.0,796.6566355632071
1609,United Kingdom,2000,4290,56133909,1635.0,764.24394388782
1610,United Kingdom,2001,4128,55571993,1635.0,742.8202188105797
1611,United Kingdom,2002,4117,55908944,1635.0,736.3759186723327
1612,United Kingdom,2003,3979,56171771,1635.0,708.3629248577547
1613,United Kingdom,2004,4183,56455011,1635.0,740.9439704121216
1614,United Kingdom,2005,4047,56809024,1635.0,712.3868207980479
1615,United Kingdom,2006,4122,57091129,1635.0,722.0035883333118
1616,United Kingdom,2007,3897,57382757,1635.0,679.123869910956
1617,United Kingdom,2008,4259,57683372,1635.0,738.3410248624162
1618,United Kingdom,2009,4246,58013559,1635.0,731.8978654627964
1619,United Kingdom,2010,4188,58403529,1635.0,717.0799559047194
1620,United Kingdom,2011,4393,58881852,1635.0,746.0702832512809
1621,United Kingdom,2012,4444,59708630,1635.0,744.281019343435
1622,United Kingdom,2013,4824,60091793,1635.0,802.7718527220516
1623,United Kingdom,2014,4788,60570482,1635.0,790.4840512908581
1624,United Kingdom,2015,4910,61082942,1635.0,803.8250678888388
1625,United States,1985,29446,220723000,2527.7,1334.0703053148063
1626,United States,1986,30892,222953000,2527.7,1385.583508631864
1627,United States,1987,30783,225148000,2527.7,1367.2339971929575
1628,United States,1988,30388,227353000,2527.7,1336.59991291076
1629,United States,1989,30218,229487000,2527.7,1316.7630410437193
1630,United States,1990,30895,229952200,2527.7,1343.5400922452577
1631,United States,1991,30790,232955000,2527.7,1321.714494215621
1632,United States,1992,30471,235565600,2527.7,1293.5250308194406
1633,United States,1993,31084,238092300,2527.7,1305.5441104143224
1634,United States,1994,31123,240614100,2527.7,1293.4819696767563
1635,United States,1995,31272,243164200,2527.7,1286.0445739956788
1636,United States,1996,30879,245997800,2527.7,1255.2551282978955
1637,United States,1997,30517,248486400,2527.7,1228.115502498326
1638,United States,1998,30558,251332500,2527.7,1215.839575064904
1639,United States,1999,29183,253748671,2527.7,1150.0749889641786
1640,United States,2000,29343,262246108,2527.7,1118.9107904701489
1641,United States,2001,30607,265427546,2527.7,1153.120708880758
1642,United States,2002,31645,268759559,2527.7,1177.4464922380678
1643,United States,2003,31477,271041510,2527.7,1161.335029457296
1644,United States,2004,32428,273584136,2527.7,1185.3026448872752
1645,United States,2005,32629,276106680,2527.7,1181.753371559138
1646,United States,2006,33292,278980848,2527.7,1193.3435660070832
1647,United States,2007,34596,280658606,2527.7,1232.6719815604015
1648,United States,2008,36030,282355565,2527.7,1276.050642033565
1649,United States,2009,36900,285162662,2527.7,1293.9983005208446
1650,United States,2010,38362,287839149,2527.7,1332.758248253437
1651,United States,2011,39508,290313825,2527.7,1360.8721527471178
1652,United States,2012,40596,292827128,2527.7,1386.3469644110294
1653,United States,2013,41143,295322862,2527.7,1393.153233087657
1654,United States,2014,42769,297749735,2527.7,1436.407659607153
1655,United States,2015,44189,300078511,2527.7,1472.581287235193
1656,Uruguay,1985,287,2737400,2481.4,1048.440125666691
1657,Uruguay,1986,262,2757600,2481.4,950.1015375689004
1658,Uruguay,1987,258,2778900,2481.4,928.4249163338011
1659,Uruguay,1988,268,2799600,2481.4,957.2796113730532
1660,Uruguay,1989,344,2820700,2481.4,1219.5554295033148
1661,Uruguay,1990,315,2834000,2481.4,1111.5031757233592
1662,Uruguay,1993,418,2896228,2481.4,1443.2565391951184
1663,Uruguay,1994,406,2920296,2481.4,1390.2700274218778
1664,Uruguay,1995,427,2943816,2481.4,1450.4982648372045
1665,Uruguay,1996,393,2967278,2481.4,1324.446175922849
1666,Uruguay,1997,456,2991662,2481.4,1524.2363609257998
1667,Uruguay,1998,521,3014887,2481.4,1728.091301597705
1668,Uruguay,1999,450,3034833,2481.4,1482.7834019203035
1669,Uruguay,2000,555,3050169,2481.4,1819.5713089995995
1670,Uruguay,2001,499,3061024,2481.4,1630.1734321586503
1671,Uruguay,2002,675,3065257,2481.4,2202.0992040797883
1672,Uruguay,2003,535,3065772,2481.4,1745.0743238570903
1673,Uruguay,2004,520,3066489,2481.4,1695.7504168448022
1674,Uruguay,2005,498,3070178,2481.4,1622.0557895991697
1675,Uruguay,2006,528,3077445,2481.4,1715.708972865478
1676,Uruguay,2007,576,3087957,2481.4,1865.3109483065987
1677,Uruguay,2008,523,3100791,2481.4,1686.6664022180146
1678,Uruguay,2009,511,3114306,2481.4,1640.81500019587
1679,Uruguay,2010,547,3127306,2481.4,1749.1092972673605
1680,Uruguay,2012,599,3151939,2481.4,1900.4174890440456
1681,Uruguay,2013,546,3164670,2481.4,1725.2983723421398
1682,Uruguay,2014,591,3177645,2481.4,1859.8679210547434
1683,Uruguay,2015,630,3190795,2481.4,1974.4295700601263
1684,Uzbekistan,1990,1459,17165700,2823.9,849.9507739270756
1685,Uzbekistan,1991,1393,17347800,2823.9,802.9836636345818
1686,Uzbekistan,1992,1344,18257000,2823.9,736.155994960837
1687,Uzbekistan,1993,1355,18509300,2823.9,732.0644216691069
1688,Uzbekistan,1994,1419,19144700,2823.9,741.1973026477302
1689,Uzbekistan,1995,1485,19599000,2823.9,757.6917189652534
1690,Uzbekistan,1996,1699,19854500,2823.9,855.7254023017452
1691,Uzbekistan,1997,1554,20364300,2823.9,763.1001311117985
1692,Uzbekistan,1998,1620,20861200,2823.9,776.5612716430502
1693,Uzbekistan,1999,1795,21329916,2823.9,841.541054357645
1694,Uzbekistan,2000,1919,21789067,2823.9,880.7169210136441
1695,Uzbekistan,2001,1914,22231527,2823.9,860.9395117123534
1696,Uzbekistan,2002,1576,22632256,2823.9,696.3512607846076
1697,Uzbekistan,2003,1416,22982883,2823.9,616.1106942066407
1698,Uzbekistan,2004,1251,23300841,2823.9,536.8904924933825
1699,Uzbekistan,2005,1221,23600347,2823.9,517.3652743326189
1700,Uzbekistan,2009,1399,25288102,2823.9,553.2245955034506
1701,Uzbekistan,2010,1464,25651783,2823.9,570.7205616077448
1702,Uzbekistan,2011,1640,25978049,2823.9,631.3022198087316
1703,Uzbekistan,2012,1835,26381830,2823.9,695.5544782147409
1704,Uzbekistan,2013,1950,26838924,2823.9,726.556698025599
1705,Uzbekistan,2014,2095,27313507,2823.9,767.0197752342824
